Чистые ошибки и пропуски,I квартал 2012 г.,-6284.45
Чистые ошибки и пропуски,II квартал 2012 г.,-2341.33
Чистые ошибки и пропуски,III квартал 2012 г.,-113.39
Чистые ошибки и пропуски,IV квартал 2012 г.,-1632.07
