2016-04-29;
2016-04-28;
2016-04-27;
2016-04-26;
2016-04-25;
2016-04-22;
2016-04-21;
2016-04-20;
2016-04-19;
2016-04-18;
2016-04-15;
2016-04-14;
2016-04-13;
2016-04-12;
2016-04-11;
2016-04-08;
2016-04-07;
2016-04-06;
2016-04-05;
2016-04-04;
2016-04-01;
2016-03-31;
2016-03-30;
2016-03-29;
2016-03-28;
2016-03-25;
2016-03-24;
2016-03-23;
2016-03-22;
2016-03-21;
2016-03-18;
2016-03-17;
2016-03-16;
2016-03-15;
2016-03-14;
2016-03-11;
2016-03-10;
2016-03-09;
2016-03-07;
2016-03-04;
2016-03-03;
2016-03-02;
2016-03-01;
2016-02-29;
2016-02-26;
2016-02-25;
2016-02-24;
2016-02-22;
2016-02-20;
2016-02-19;
2016-02-18;
2016-02-17;
2016-02-16;
2016-02-15;
2016-02-12;
2016-02-11;
2016-02-10;
2016-02-09;
2016-02-08;
2016-02-05;1711.58
2016-02-04;1711.58
2016-02-03;1711.58
2016-02-02;1711.58
2016-02-01;1711.58
2016-01-29;1711.58
2016-01-28;1711.58
2016-01-27;1711.58
2016-01-26;1705.01
2016-01-25;1705.01
2016-01-22;1705.01
2016-01-21;1677.19
2016-01-20;1630.39
2016-01-19;1630.39
2016-01-18;1622.43
2016-01-15;1608.36
2016-01-14;1608.36
2016-01-13;1608.36
2016-01-12;1608.36
2016-01-11;1608.36
2016-01-06;1608.36
2016-01-05;1608.36
2016-01-04;1608.36
2015-12-30;1608.36
2015-12-29;1608.36
2015-12-28;1608.36
2015-12-25;1608.36
2015-12-24;1608.36
2015-12-23;1608.36
2015-12-22;1608.36
2015-12-21;1608.36
2015-12-18;1608.36
2015-12-17;1608.36
2015-12-16;1608.36
2015-12-15;1608.36
2015-12-14;1608.36
2015-12-11;1608.36
2015-12-10;1608.36
2015-12-09;1608.36
2015-12-08;1608.36
2015-12-07;1608.36
2015-12-04;1608.36
2015-12-03;1608.36
2015-12-02;1608.36
2015-12-01;1608.36
2015-11-30;1608.36
2015-11-27;1608.36
2015-11-26;1608.36
2015-11-25;1608.36
2015-11-24;1608.36
2015-11-23;1608.36
2015-11-20;1608.36
2015-11-19;1608.36
2015-11-18;1608.36
2015-11-17;1608.36
2015-11-16;1608.36
2015-11-13;1608.36
2015-11-12;1608.36
2015-11-11;1608.36
2015-11-10;1608.36
2015-11-09;1608.36
2015-11-06;1608.36
2015-11-05;1608.36
2015-11-03;1608.36
2015-11-02;1608.36
2015-10-30;1608.36
2015-10-29;1608.36
2015-10-28;1608.36
2015-10-27;1608.36
2015-10-26;1608.36
2015-10-23;1608.36
2015-10-22;1608.36
2015-10-21;1608.36
2015-10-20;1608.36
2015-10-19;1608.36
2015-10-16;1680.77
2015-10-15;1682.54
2015-10-14;1682.54
2015-10-13;1682.54
2015-10-12;1708.6
2015-10-09;1708.6
2015-10-08;1689.32
2015-10-07;1679.49
2015-10-06;1670.69
2015-10-05;1652.47
2015-10-02;1612.56
2015-10-01;1612.56
2015-09-30;1612.56
2015-09-29;1612.56
2015-09-28;1612.56
2015-09-25;1612.56
2015-09-24;1612.56
2015-09-23;1612.56
2015-09-22;1612.56
2015-09-21;1612.56
2015-09-18;1612.56
2015-09-17;1612.56
2015-09-16;1612.56
2015-09-15;1612.56
2015-09-14;1612.56
2015-09-11;1612.56
2015-09-10;1612.56
2015-09-09;1612.56
2015-09-08;1612.56
2015-09-07;1612.56
2015-09-04;1612.56
2015-09-03;1612.56
2015-09-02;1612.56
2015-09-01;1612.56
2015-08-31;1612.56
2015-08-28;1612.56
2015-08-27;1612.56
2015-08-26;1612.56
2015-08-25;1612.56
2015-08-24;1612.56
2015-08-21;1612.56
2015-08-20;1612.56
2015-08-19;1612.56
2015-08-18;1612.56
2015-08-17;1612.56
2015-08-14;1612.56
2015-08-13;1612.56
2015-08-12;1612.56
2015-08-11;1612.56
2015-08-10;1612.56
2015-08-07;1612.56
2015-08-06;1612.56
2015-08-05;1612.56
2015-08-04;1612.56
2015-08-03;1612.56
2015-07-31;1612.56
2015-07-30;1612.56
2015-07-29;1612.56
2015-07-28;1604.5
2015-07-27;1584.92
2015-07-24;1584.92
2015-07-23;1584.92
2015-07-22;1584.92
2015-07-21;1584.92
2015-07-20;1584.92
2015-07-17;1584.92
2015-07-16;1584.92
2015-07-15;1584.92
2015-07-14;1584.92
2015-07-13;1584.92
2015-07-10;1584.92
2015-07-09;1584.92
2015-07-08;1584.92
2015-07-07;1584.92
2015-07-06;1584.92
2015-07-03;1584.92
2015-07-02;1584.92
2015-07-01;1584.92
2015-06-30;1584.92
2015-06-29;1584.92
2015-06-26;1584.92
2015-06-25;1584.92
2015-06-24;1584.92
2015-06-23;1584.92
2015-06-22;1584.92
2015-06-19;1584.92
2015-06-18;1584.92
2015-06-17;1584.92
2015-06-16;1584.92
2015-06-15;1584.92
2015-06-11;1584.92
2015-06-10;1584.92
2015-06-09;1584.92
2015-06-08;1584.92
2015-06-05;1584.92
2015-06-04;1584.92
2015-06-03;1584.92
2015-06-02;1584.92
2015-06-01;1584.92
2015-05-29;1584.92
2015-05-28;1584.92
2015-05-27;1584.92
2015-05-26;1584.92
2015-05-25;1584.92
2015-05-22;1584.92
2015-05-21;1584.92
2015-05-20;1584.92
2015-05-19;1584.92
2015-05-18;1584.92
2015-05-15;1584.92
2015-05-14;1584.92
2015-05-13;1584.92
2015-05-12;1584.92
2015-05-08;1584.92
2015-05-07;1584.92
2015-05-06;1584.92
2015-05-05;1584.92
2015-04-30;1584.92
2015-04-29;1584.92
2015-04-28;1595.0
2015-04-27;1595.0
2015-04-24;1595.0
2015-04-23;1595.0
2015-04-22;1595.0
2015-04-21;1595.0
2015-04-20;1595.0
2015-04-17;1595.0
2015-04-16;1595.0
2015-04-15;1595.0
2015-04-14;1595.0
2015-04-13;1595.0
2015-04-10;1595.0
2015-04-09;1609.19
2015-04-08;1609.19
2015-04-07;1609.19
2015-04-06;1609.19
2015-04-03;1609.19
2015-04-02;1609.19
2015-04-01;1609.19
2015-03-31;1609.19
2015-03-30;1609.19
2015-03-27;1571.55
2015-03-26;1571.55
2015-03-25;1571.55
2015-03-24;1571.55
2015-03-23;1571.55
2015-03-20;1571.55
2015-03-19;1571.55
2015-03-18;1571.55
2015-03-17;1571.55
2015-03-16;1571.55
2015-03-13;1571.55
2015-03-12;1571.55
2015-03-11;1571.55
2015-03-10;1571.55
2015-03-06;1571.55
2015-03-05;1571.55
2015-03-04;1571.55
2015-03-03;1571.55
2015-03-02;1571.55
2015-02-27;1571.55
2015-02-26;1571.55
2015-02-25;1571.55
2015-02-24;1571.55
2015-02-20;1571.55
2015-02-19;1571.55
2015-02-18;1571.55
2015-02-17;1571.55
2015-02-16;1571.55
2015-02-13;1571.55
2015-02-12;1571.55
2015-02-11;1571.55
2015-02-10;1571.55
2015-02-09;1571.55
2015-02-06;1571.55
2015-02-05;1571.55
2015-02-04;1571.55
2015-02-03;1571.55
2015-02-02;1571.55
2015-01-30;1571.55
2015-01-29;1571.55
2015-01-28;1571.55
2015-01-27;1571.55
2015-01-26;1571.55
2015-01-23;1571.55
2015-01-22;1571.55
2015-01-21;1571.55
2015-01-20;1570.97
2015-01-19;1570.97
2015-01-16;1570.97
2015-01-15;1563.21
2015-01-14;1554.46
2015-01-13;1533.09
2015-01-12;1513.22
2015-01-09;1513.22
2015-01-08;1513.22
2015-01-06;1480.73
2015-01-05;1435.66
2014-12-30;1396.61
2014-12-29;1396.61
2014-12-26;1396.61
2014-12-25;1396.61
2014-12-24;1396.61
2014-12-23;1396.61
2014-12-22;1396.61
2014-12-19;1396.61
2014-12-18;1396.61
2014-12-17;1396.61
2014-12-16;1396.61
2014-12-15;1396.61
2014-12-12;1396.61
2014-12-11;1396.61
2014-12-10;1396.61
2014-12-09;1396.61
2014-12-08;1396.61
2014-12-05;1396.61
2014-12-04;1396.61
2014-12-03;1396.61
2014-12-02;1396.61
2014-12-01;1396.61
2014-11-28;1396.61
2014-11-27;1396.61
2014-11-26;1396.61
2014-11-25;1396.61
2014-11-24;1396.61
2014-11-21;1396.61
2014-11-20;1396.61
2014-11-19;1396.61
2014-11-18;1396.61
2014-11-17;1396.61
2014-11-14;1396.61
2014-11-13;1396.61
2014-11-12;1396.61
2014-11-11;1396.61
2014-11-10;1396.61
2014-11-07;1396.61
2014-11-06;1396.61
2014-11-05;1396.61
2014-11-03;1396.61
2014-10-31;1396.61
2014-10-30;1396.61
2014-10-29;1396.61
2014-10-28;1396.61
2014-10-27;1394.27
2014-10-24;1380.39
2014-10-23;1372.92
2014-10-22;1372.92
2014-10-21;1372.92
2014-10-20;1372.92
2014-10-17;1372.92
2014-10-16;1360.33
2014-10-15;1360.33
2014-10-14;1360.33
2014-10-13;1360.33
2014-10-10;1360.33
2014-10-09;1360.33
2014-10-08;1360.33
2014-10-07;1360.33
2014-10-06;1360.33
2014-10-03;1360.33
2014-10-02;1360.33
2014-10-01;1360.33
2014-09-30;1360.33
2014-09-29;1360.33
2014-09-26;1360.33
2014-09-25;1360.33
2014-09-24;1360.33
2014-09-23;1360.33
