<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
INDEX.CSI200;D;20080530;0;3662.0220000;3698.4270000;3616.3430000;3677.9130000;1287698900
INDEX.CSI200;D;20080602;0;3668.4580000;3721.7970000;3654.9870000;3696.5750000;1233323700
INDEX.CSI200;D;20080603;0;3694.7800000;3711.6600000;3657.1950000;3688.7400000;1238896100
INDEX.CSI200;D;20080604;0;3678.4070000;3681.6460000;3584.6870000;3619.5570000;1213580500
INDEX.CSI200;D;20080605;0;3605.4890000;3612.8910000;3554.7890000;3569.0610000;1097468400
INDEX.CSI200;D;20080606;0;3575.6000000;3593.9620000;3531.8210000;3551.0780000;895025200
INDEX.CSI200;D;20080610;0;3413.9650000;3416.6620000;3250.1490000;3263.2260000;1229188900
INDEX.CSI200;D;20080611;0;3196.2190000;3219.8160000;3127.4290000;3180.6010000;1263897700
INDEX.CSI200;D;20080612;0;3162.7510000;3196.5730000;3082.8090000;3145.0030000;1322499400
INDEX.CSI200;D;20080613;0;3151.9660000;3172.4650000;3003.4300000;3007.1580000;1133528200
INDEX.CSI200;D;20080616;0;3004.3590000;3037.5310000;2904.0400000;2946.9090000;1166529500
INDEX.CSI200;D;20080617;0;2949.2210000;2977.8270000;2781.0910000;2799.5010000;1279206400
INDEX.CSI200;D;20080618;0;2782.1110000;2978.1500000;2703.7020000;2961.5080000;2005202500
INDEX.CSI200;D;20080619;0;2939.9750000;2942.5200000;2724.9880000;2727.0660000;1735025300
INDEX.CSI200;D;20080620;0;2735.9110000;2888.9970000;2621.7560000;2794.2810000;2012565700
INDEX.CSI200;D;20080623;0;2750.9140000;2800.5340000;2719.8820000;2749.5620000;1226085500
INDEX.CSI200;D;20080624;0;2734.8400000;2840.6620000;2732.1770000;2828.4580000;1338787400
INDEX.CSI200;D;20080625;0;2824.1070000;2962.0040000;2815.9970000;2961.4530000;1919074000
INDEX.CSI200;D;20080626;0;2954.0390000;3032.1260000;2930.7840000;2999.8890000;2066095300
INDEX.CSI200;D;20080627;0;2906.6170000;2934.0230000;2788.7320000;2822.6760000;1952592200
INDEX.CSI200;D;20080630;0;2796.1750000;2849.9670000;2750.8100000;2815.1200000;1174551300
INDEX.CSI200;D;20080701;0;2820.1450000;2834.0180000;2731.8120000;2748.7640000;1224103400
INDEX.CSI200;D;20080702;0;2757.4660000;2819.6530000;2736.7760000;2787.7210000;1224634400
INDEX.CSI200;D;20080703;0;2745.5270000;2936.7130000;2716.4850000;2897.4440000;2159469200
INDEX.CSI200;D;20080704;0;2879.3040000;2919.5980000;2847.6680000;2876.4380000;1886407100
INDEX.CSI200;D;20080707;0;2880.4350000;3015.3910000;2880.4350000;3009.6980000;2264501800
INDEX.CSI200;D;20080708;0;3045.0570000;3068.7260000;3045.0570000;3057.6510000;439865300
INDEX.CSI200;D;20080709;0;3109.7720000;3155.7220000;3109.7720000;3155.7220000;1231009200
INDEX.CSI200;D;20080710;0;3118.0530000;3205.1950000;3092.4140000;3101.8080000;3261014400
INDEX.CSI200;D;20080711;0;3090.2220000;3127.7480000;3037.7690000;3089.8680000;2227141900
INDEX.CSI200;D;20080714;0;3070.2700000;3135.9570000;3059.9080000;3129.1150000;1805975500
INDEX.CSI200;D;20080715;0;3145.9080000;3161.6130000;3011.0760000;3024.3440000;2348289800
INDEX.CSI200;D;20080716;0;2984.4320000;2990.2700000;2822.5210000;2869.7620000;1950960700
INDEX.CSI200;D;20080717;0;2910.1700000;2942.1620000;2815.0330000;2827.7090000;1641416100
INDEX.CSI200;D;20080718;0;2850.4560000;2929.4660000;2798.7930000;2922.1370000;1472478000
INDEX.CSI200;D;20080721;0;2908.8380000;3046.8220000;2887.4040000;3038.5280000;2006303700
INDEX.CSI200;D;20080722;0;3035.5320000;3081.2620000;3026.5090000;3044.5100000;1891331400
INDEX.CSI200;D;20080723;0;3055.3260000;3072.8290000;2999.5050000;3003.2040000;1982330400
INDEX.CSI200;D;20080724;0;3029.5310000;3084.8900000;3029.5310000;3079.1000000;1180522800
INDEX.CSI200;D;20080725;0;3073.4320000;3080.0330000;3047.1140000;3047.7670000;1070961100
INDEX.CSI200;D;20080728;0;3069.2350000;3097.7010000;3062.6680000;3082.1640000;1830029400
INDEX.CSI200;D;20080729;0;3046.5020000;3047.3050000;3002.0300000;3027.0690000;2059912600
INDEX.CSI200;D;20080730;0;3057.9850000;3068.6400000;2995.6560000;3000.4660000;917016900
INDEX.CSI200;D;20080731;0;2944.3210000;2957.8470000;2904.6190000;2904.8380000;805035600
INDEX.CSI200;D;20080801;0;2877.1620000;2948.6680000;2834.4160000;2925.3130000;1524033700
INDEX.CSI200;D;20080805;0;2838.3410000;2855.2420000;2728.8940000;2736.4410000;1274670100
INDEX.CSI200;D;20080806;0;2751.6560000;2772.8910000;2694.9630000;2739.2590000;1190208300
INDEX.CSI200;D;20080807;0;2737.5820000;2766.7390000;2703.2130000;2744.3330000;1051534800
INDEX.CSI200;D;20080808;0;2747.2230000;2747.8680000;2570.4470000;2573.5240000;1482441000
INDEX.CSI200;D;20080811;0;2558.0550000;2558.0550000;2374.4870000;2387.6450000;1453442900
INDEX.CSI200;D;20080812;0;2351.5730000;2398.6210000;2330.1340000;2370.7980000;1107083700
INDEX.CSI200;D;20080813;0;2353.3000000;2413.9180000;2287.8120000;2391.5120000;1261167300
INDEX.CSI200;D;20080814;0;2375.0310000;2420.7880000;2364.0010000;2398.3760000;971804600
INDEX.CSI200;D;20080815;0;2388.2840000;2422.2100000;2354.5550000;2385.0540000;971455500
INDEX.CSI200;D;20080818;0;2390.1980000;2393.2960000;2223.2190000;2223.6400000;1048304800
INDEX.CSI200;D;20080819;0;2186.9540000;2260.4860000;2172.7930000;2253.8490000;930900200
INDEX.CSI200;D;20080820;0;2238.5540000;2436.9900000;2213.7050000;2436.2710000;1914584700
INDEX.CSI200;D;20080821;0;2400.5420000;2449.0400000;2339.1870000;2350.6430000;1751452500
INDEX.CSI200;D;20080822;0;2332.5090000;2344.2420000;2258.5560000;2307.9230000;1259968100
INDEX.CSI200;D;20080825;0;2306.4060000;2329.2240000;2267.1610000;2286.2230000;859181600
INDEX.CSI200;D;20080826;0;2254.7870000;2254.7870000;2142.7330000;2171.8460000;1117444000
INDEX.CSI200;D;20080827;0;2154.4490000;2178.6650000;2154.0920000;2164.8480000;257285300
INDEX.CSI200;D;20080828;0;2160.6070000;2188.6380000;2147.2990000;2164.8090000;752122300
INDEX.CSI200;D;20080829;0;2183.0420000;2261.6910000;2175.9850000;2231.4540000;1276470300
INDEX.CSI200;D;20080901;0;2220.6030000;2220.6030000;2152.9630000;2165.5910000;931076700
INDEX.CSI200;D;20080902;0;2148.9290000;2177.8750000;2123.6030000;2154.3540000;802310000
INDEX.CSI200;D;20080903;0;2144.6600000;2165.4980000;2107.4070000;2112.4460000;526721700
INDEX.CSI200;D;20080904;0;2121.6050000;2165.0720000;2104.0560000;2141.1670000;886642000
INDEX.CSI200;D;20080905;0;2082.5920000;2106.8910000;2055.4220000;2058.1900000;1006687100
INDEX.CSI200;D;20080908;0;2059.1840000;2070.6360000;1960.5170000;1968.2080000;1048064000
INDEX.CSI200;D;20080909;0;1975.6630000;1995.0900000;1952.9050000;1983.2450000;779442100
INDEX.CSI200;D;20080910;0;1968.2600000;2025.5760000;1945.7920000;1989.3490000;953281300
INDEX.CSI200;D;20080911;0;1983.1030000;1996.6680000;1935.8220000;1946.3950000;877181600
INDEX.CSI200;D;20080912;0;1943.6330000;1982.1540000;1942.3730000;1954.8560000;848407500
INDEX.CSI200;D;20080916;0;1953.0990000;1953.5450000;1913.6850000;1924.3570000;524875300
INDEX.CSI200;D;20080917;0;1916.8760000;1936.4940000;1877.2500000;1885.1270000;1056462700
INDEX.CSI200;D;20080918;0;1846.2630000;1872.5260000;1748.9260000;1842.1880000;1625031700
INDEX.CSI200;D;20080919;0;1999.2330000;2014.0200000;1980.3720000;2014.0200000;1596254200
INDEX.CSI200;D;20080922;0;2137.8180000;2189.9240000;2034.3900000;2120.0900000;3947773100
INDEX.CSI200;D;20080923;0;2046.9930000;2070.8960000;2013.1950000;2015.4070000;2273761800
INDEX.CSI200;D;20080924;0;1972.0020000;2038.0420000;1953.0640000;2038.0140000;1601295200
INDEX.CSI200;D;20080925;0;2043.7190000;2125.1760000;2041.1830000;2102.4350000;2608352100
INDEX.CSI200;D;20080926;0;2116.7960000;2149.8340000;2090.0500000;2135.5200000;2507211200
INDEX.CSI200;D;20081006;0;2092.5800000;2092.8730000;2041.6690000;2042.1580000;1853846000
INDEX.CSI200;D;20081007;0;1967.4410000;2050.5540000;1948.4020000;2024.4960000;1579030300
INDEX.CSI200;D;20081008;0;1977.5380000;2012.1490000;1956.2100000;1977.0200000;1323713600
INDEX.CSI200;D;20081009;0;2017.1070000;2022.3340000;1946.1470000;1946.8360000;1239857000
INDEX.CSI200;D;20081010;0;1873.4550000;1878.1150000;1832.3160000;1843.7060000;1425204700
INDEX.CSI200;D;20081013;0;1818.4140000;1882.0350000;1761.7670000;1881.7370000;1383029600
INDEX.CSI200;D;20081014;0;1941.9410000;1950.0400000;1838.4140000;1838.5040000;1870747600
INDEX.CSI200;D;20081015;0;1809.1590000;1826.7090000;1797.0060000;1816.3200000;552781300
INDEX.CSI200;D;20081016;0;1747.2760000;1766.3540000;1716.8820000;1718.0150000;1563510800
INDEX.CSI200;D;20081017;0;1730.2890000;1742.2950000;1716.1590000;1732.2450000;557909300
INDEX.CSI200;D;20081020;0;1728.4600000;1795.1310000;1704.7770000;1792.2020000;1371703700
INDEX.CSI200;D;20081021;0;1798.4870000;1828.4040000;1782.2090000;1784.0260000;1708837800
INDEX.CSI200;D;20081022;0;1761.0870000;1789.7960000;1742.9100000;1744.7640000;1245618300
INDEX.CSI200;D;20081023;0;1711.5320000;1767.2940000;1704.0390000;1766.2000000;1273887000
INDEX.CSI200;D;20081024;0;1763.5880000;1774.6880000;1714.9260000;1730.9400000;1158895800
INDEX.CSI200;D;20081027;0;1699.2200000;1699.2200000;1699.2200000;1699.2200000;5959400
INDEX.CSI200;D;20081028;0;1571.6040000;1653.7500000;1563.8970000;1648.3220000;1552531800
INDEX.CSI200;D;20081029;0;1669.3350000;1671.4000000;1587.2870000;1588.2620000;1425157300
INDEX.CSI200;D;20081030;0;1592.5120000;1628.5590000;1592.2770000;1602.2850000;1442634100
INDEX.CSI200;D;20081031;0;1596.2310000;1605.6550000;1557.9290000;1567.1700000;1139558000
INDEX.CSI200;D;20081103;0;1556.8610000;1572.2560000;1537.4640000;1542.2390000;945885600
INDEX.CSI200;D;20081104;0;1535.9450000;1537.7570000;1491.5330000;1508.2650000;1059887000
INDEX.CSI200;D;20081105;0;1519.2280000;1574.4060000;1519.2280000;1558.3260000;1450723300
INDEX.CSI200;D;20081106;0;1522.0070000;1538.4990000;1512.3570000;1529.3590000;1256697200
INDEX.CSI200;D;20081107;0;1503.7080000;1554.4230000;1495.9250000;1548.0630000;1169716000
INDEX.CSI200;D;20081110;0;1574.3980000;1659.9330000;1574.3980000;1659.3270000;2421604700
INDEX.CSI200;D;20081111;0;1657.2360000;1690.6720000;1638.6580000;1648.8980000;2825896700
INDEX.CSI200;D;20081112;0;1628.8640000;1679.4880000;1623.7490000;1679.4880000;1949428100
INDEX.CSI200;D;20081113;0;1660.7790000;1777.5030000;1652.8480000;1758.1500000;3431933000
INDEX.CSI200;D;20081114;0;1780.2270000;1849.9820000;1770.4730000;1849.9820000;4080982800
INDEX.CSI200;D;20081117;0;1846.3440000;1923.5350000;1832.3570000;1923.5350000;3987351100
INDEX.CSI200;D;20081118;0;1907.0110000;1926.1480000;1765.5480000;1773.3780000;4174766700
INDEX.CSI200;D;20081119;0;1760.2000000;1900.6360000;1760.2000000;1894.8910000;3341273700
INDEX.CSI200;D;20081120;0;1864.6280000;1944.4770000;1851.2410000;1899.2140000;3955048700
INDEX.CSI200;D;20081121;0;1842.8100000;1930.7980000;1794.2250000;1881.8380000;4279042900
INDEX.CSI200;D;20081124;0;1882.2630000;1895.3970000;1794.6760000;1797.7700000;2594716900
INDEX.CSI200;D;20081125;0;1827.3400000;1842.8810000;1745.6810000;1786.3460000;2139039500
INDEX.CSI200;D;20081126;0;1780.3820000;1816.7080000;1761.9000000;1791.8250000;1978596400
INDEX.CSI200;D;20081127;0;1919.0910000;1920.7890000;1822.1130000;1822.2670000;3936002700
INDEX.CSI200;D;20081128;0;1802.4700000;1825.2470000;1778.1330000;1793.4980000;2273125700
INDEX.CSI200;D;20081201;0;1787.6150000;1860.1360000;1766.8970000;1860.1360000;2671847200
INDEX.CSI200;D;20081202;0;1817.5080000;1907.4560000;1810.9140000;1889.5560000;3763171900
INDEX.CSI200;D;20081203;0;1902.9120000;1972.3280000;1902.9120000;1972.3280000;4547542500
INDEX.CSI200;D;20081204;0;2000.2750000;2055.5100000;1980.8020000;1983.4580000;6362237100
INDEX.CSI200;D;20081205;0;1971.0720000;2026.1040000;1966.8160000;2025.6210000;4103689100
INDEX.CSI200;D;20081208;0;2051.8570000;2110.7450000;2048.3230000;2110.7450000;4615456300
INDEX.CSI200;D;20081209;0;2119.0220000;2123.6810000;2055.0190000;2061.8280000;4096126100
INDEX.CSI200;D;20081210;0;2046.1190000;2114.9220000;2032.4440000;2112.1340000;3295723000
INDEX.CSI200;D;20081211;0;2111.8010000;2124.5680000;2053.1960000;2054.1410000;3281118900
INDEX.CSI200;D;20081212;0;2035.1920000;2049.3220000;1934.5430000;1964.3350000;2830085700
INDEX.CSI200;D;20081215;0;1998.4430000;2015.4270000;1949.5050000;1991.1040000;2169940600
INDEX.CSI200;D;20081216;0;1976.8790000;2024.4170000;1934.8040000;2023.0760000;1995434800
INDEX.CSI200;D;20081217;0;2032.0350000;2076.6050000;2028.0950000;2044.6810000;2628264700
INDEX.CSI200;D;20081218;0;2047.4630000;2076.8700000;2020.7920000;2076.7700000;2429364100
INDEX.CSI200;D;20081219;0;2075.5450000;2108.5620000;2071.2800000;2091.0550000;2787848700
INDEX.CSI200;D;20081222;0;2092.1970000;2098.1900000;2036.6150000;2070.5490000;2418679800
INDEX.CSI200;D;20081223;0;2075.2830000;2075.2830000;1956.1710000;1958.5580000;2961021300
INDEX.CSI200;D;20081224;0;1929.3370000;1951.0530000;1904.1670000;1925.2550000;2175514400
INDEX.CSI200;D;20081225;0;1932.2650000;1944.9680000;1886.6970000;1893.6490000;1543547800
INDEX.CSI200;D;20081226;0;1914.7450000;1922.7090000;1886.6020000;1898.7770000;1386646400
INDEX.CSI200;D;20081229;0;1894.4720000;1906.0700000;1848.4450000;1900.4350000;1513763500
INDEX.CSI200;D;20081230;0;1896.9320000;1917.2590000;1872.1830000;1880.6400000;1626930200
INDEX.CSI200;D;20081231;0;1881.4090000;1886.5420000;1847.6950000;1852.6590000;1431274000
INDEX.CSI200;D;20090102;0;1852.6590000;1852.6590000;1852.6590000;1852.6590000;0
INDEX.CSI200;D;20090105;0;1883.6930000;1924.3770000;1875.5440000;1924.3770000;1776225600
INDEX.CSI200;D;20090106;0;1918.9890000;1998.3340000;1909.1850000;1995.4910000;2832003700
INDEX.CSI200;D;20090107;0;1997.7590000;2015.2790000;1983.9540000;1995.7630000;2600741700
INDEX.CSI200;D;20090108;0;1958.5850000;1977.0460000;1944.5260000;1958.9500000;2023451600
INDEX.CSI200;D;20090109;0;1959.2670000;2007.4310000;1959.2670000;2004.5090000;2213371700
INDEX.CSI200;D;20090112;0;1999.0590000;2054.2240000;1992.4370000;2025.9820000;2651310800
INDEX.CSI200;D;20090113;0;2001.0520000;2014.5130000;1969.8190000;1972.7190000;2208734600
INDEX.CSI200;D;20090114;0;1968.3080000;2052.0080000;1968.3080000;2052.0080000;2533590900
INDEX.CSI200;D;20090115;0;2035.2530000;2097.6870000;2027.5980000;2070.8600000;3490072600
INDEX.CSI200;D;20090116;0;2081.7490000;2126.7610000;2081.7490000;2095.4920000;3741608200
INDEX.CSI200;D;20090119;0;2111.2640000;2125.6820000;2067.1860000;2091.4740000;2961697600
INDEX.CSI200;D;20090120;0;2101.3860000;2110.7290000;2088.5940000;2110.7290000;608231400
INDEX.CSI200;D;20090121;0;2082.8310000;2134.2150000;2076.4130000;2115.4690000;2547828300
INDEX.CSI200;D;20090122;0;2128.8980000;2156.1350000;2118.6750000;2152.3050000;2569577800
INDEX.CSI200;D;20090123;0;2150.2170000;2167.3710000;2134.0830000;2143.3690000;2509251500
INDEX.CSI200;D;20090202;0;2164.9760000;2196.6740000;2150.5540000;2196.6740000;2686984700
INDEX.CSI200;D;20090203;0;2195.3890000;2252.2860000;2186.6110000;2252.0760000;3936704500
INDEX.CSI200;D;20090204;0;2260.8110000;2300.1800000;2256.2040000;2300.1800000;4402371600
INDEX.CSI200;D;20090205;0;2298.2680000;2326.5640000;2248.6610000;2266.3210000;5875265700
INDEX.CSI200;D;20090206;0;2275.3860000;2370.0280000;2275.3860000;2367.1110000;4730606000
INDEX.CSI200;D;20090209;0;2402.4390000;2458.9210000;2381.0510000;2454.4160000;5944589800
INDEX.CSI200;D;20090210;0;2443.6760000;2514.3500000;2410.6420000;2514.2920000;5261457200
INDEX.CSI200;D;20090211;0;2472.6570000;2571.3460000;2458.7700000;2508.5200000;6399240300
INDEX.CSI200;D;20090212;0;2517.0180000;2535.1930000;2433.1590000;2534.8300000;5528155200
INDEX.CSI200;D;20090213;0;2538.1650000;2635.6060000;2524.7560000;2632.9600000;5944963000
INDEX.CSI200;D;20090218;0;2531.3280000;2590.3830000;2486.0870000;2489.7610000;4996918600
INDEX.CSI200;D;20090219;0;2515.9900000;2555.7010000;2490.3910000;2542.4640000;4149786500
INDEX.CSI200;D;20090220;0;2550.0880000;2621.0230000;2527.1470000;2621.0230000;4691113800
INDEX.CSI200;D;20090223;0;2619.2680000;2723.0630000;2600.3000000;2713.9650000;4893109700
INDEX.CSI200;D;20090224;0;2682.1400000;2732.8990000;2611.3870000;2616.2450000;6991452600
INDEX.CSI200;D;20090225;0;2648.4570000;2663.5360000;2525.4020000;2600.4860000;5448959600
INDEX.CSI200;D;20090226;0;2599.4220000;2624.5470000;2394.1440000;2423.5850000;5627630900
INDEX.CSI200;D;20090227;0;2381.1790000;2395.7140000;2275.1480000;2307.1390000;4223941100
INDEX.CSI200;D;20090302;0;2275.9940000;2372.1760000;2272.4730000;2363.6980000;2899022800
INDEX.CSI200;D;20090303;0;2300.8480000;2399.1280000;2287.8260000;2370.4540000;3114750700
INDEX.CSI200;D;20090304;0;2381.2940000;2528.3740000;2381.2940000;2524.9920000;4301729900
INDEX.CSI200;D;20090305;0;2559.4810000;2586.2630000;2485.5770000;2534.5650000;5166905800
INDEX.CSI200;D;20090306;0;2488.9410000;2539.4540000;2480.1100000;2512.8790000;3620333500
INDEX.CSI200;D;20090309;0;2524.5640000;2550.6250000;2387.9650000;2398.8820000;3460286200
INDEX.CSI200;D;20090310;0;2375.9070000;2446.3540000;2375.4240000;2446.3540000;1909440100
INDEX.CSI200;D;20090311;0;2491.9810000;2498.7210000;2412.7170000;2423.4890000;3396877800
INDEX.CSI200;D;20090312;0;2411.0340000;2431.1090000;2345.7510000;2423.7710000;2897073600
INDEX.CSI200;D;20090313;0;2436.3540000;2456.5790000;2398.4580000;2402.8490000;3156792600
INDEX.CSI200;D;20090316;0;2392.7410000;2442.8840000;2379.0490000;2439.9400000;2286702700
INDEX.CSI200;D;20090317;0;2446.9750000;2550.7090000;2440.8040000;2541.6420000;3940579800
INDEX.CSI200;D;20090318;0;2556.0060000;2621.4290000;2550.7490000;2571.4780000;4489289300
INDEX.CSI200;D;20090319;0;2577.4150000;2642.4640000;2576.8670000;2642.1630000;4573582400
INDEX.CSI200;D;20090320;0;2653.8400000;2668.6210000;2596.7810000;2651.3330000;5373803900
INDEX.CSI200;D;20090323;0;2659.2580000;2736.6710000;2647.6150000;2722.4380000;5311472000
INDEX.CSI200;D;20090324;0;2750.0250000;2755.0820000;2719.5430000;2732.6800000;4845510400
INDEX.CSI200;D;20090325;0;2712.6420000;2753.6780000;2663.9380000;2663.9380000;4008811900
INDEX.CSI200;D;20090326;0;2664.9750000;2742.4020000;2620.4840000;2742.4020000;5545355200
INDEX.CSI200;D;20090327;0;2765.2950000;2791.2820000;2750.7650000;2769.8880000;7199745000
INDEX.CSI200;D;20090330;0;2770.4680000;2779.1720000;2739.3060000;2753.5860000;3859573700
INDEX.CSI200;D;20090331;0;2696.3310000;2793.5690000;2684.4470000;2793.5690000;3785989400
INDEX.CSI200;D;20090401;0;2806.8820000;2863.1840000;2806.8820000;2843.8580000;4250151300
INDEX.CSI200;D;20090402;0;2851.9470000;2882.9070000;2851.9470000;2856.6810000;2704652000
INDEX.CSI200;D;20090403;0;2871.6750000;2876.8900000;2803.7870000;2833.0220000;3637671000
INDEX.CSI200;D;20090407;0;2814.3550000;2839.9930000;2794.8780000;2831.3670000;2867659800
INDEX.CSI200;D;20090408;0;2818.2270000;2825.7480000;2729.1180000;2729.2600000;3471617600
INDEX.CSI200;D;20090409;0;2724.1370000;2766.9950000;2695.6890000;2766.9950000;2738439400
INDEX.CSI200;D;20090410;0;2787.2240000;2871.1150000;2776.3760000;2870.8210000;4157478800
INDEX.CSI200;D;20090413;0;2899.4540000;2943.4280000;2895.7130000;2933.4130000;5249950900
INDEX.CSI200;D;20090414;0;2925.5520000;2976.2800000;2909.2020000;2967.5310000;4612610600
INDEX.CSI200;D;20090415;0;2948.6820000;3008.0200000;2929.6880000;3008.0200000;4899546800
INDEX.CSI200;D;20090416;0;3012.8230000;3035.5430000;2965.7120000;3013.9360000;5106560800
INDEX.CSI200;D;20090417;0;3001.5750000;3014.6960000;2933.3890000;2967.1410000;4171242100
INDEX.CSI200;D;20090420;0;2955.7100000;3025.7700000;2952.8070000;3025.5060000;3646241500
INDEX.CSI200;D;20090421;0;2990.0160000;3025.2740000;2943.0590000;2998.0310000;5589121900
INDEX.CSI200;D;20090422;0;3006.4430000;3022.9940000;2838.1730000;2855.7390000;5913180800
INDEX.CSI200;D;20090423;0;2831.2180000;2907.1450000;2814.5420000;2890.8410000;3271822000
INDEX.CSI200;D;20090424;0;2902.4460000;2908.7380000;2855.1070000;2856.8540000;2959889400
INDEX.CSI200;D;20090427;0;2848.1840000;2858.8480000;2753.9160000;2767.2370000;2831226000
INDEX.CSI200;D;20090428;0;2741.6200000;2796.9130000;2739.3600000;2789.2120000;2246055200
INDEX.CSI200;D;20090429;0;2789.2470000;2873.9330000;2782.7940000;2866.5340000;2809583500
INDEX.CSI200;D;20090430;0;2888.9250000;2930.4030000;2884.2360000;2914.7720000;3264299000
INDEX.CSI200;D;20090504;0;2930.5320000;3018.3850000;2928.3380000;3017.2160000;3673234200
INDEX.CSI200;D;20090505;0;3017.2160000;3065.5470000;3017.2160000;3044.7570000;4338622800
INDEX.CSI200;D;20090506;0;3036.8810000;3099.6370000;3024.5610000;3099.0130000;4566629400
INDEX.CSI200;D;20090507;0;3124.6290000;3135.3890000;3039.3170000;3091.1450000;5142422000
INDEX.CSI200;D;20090508;0;3075.6440000;3100.4090000;3029.4390000;3083.9150000;4276894300
INDEX.CSI200;D;20090511;0;3100.0250000;3106.2270000;2981.3330000;2981.3330000;4720138500
INDEX.CSI200;D;20090512;0;2953.2970000;3063.4150000;2949.7890000;3063.4150000;3542367600
INDEX.CSI200;D;20090513;0;3067.1700000;3109.0860000;3056.7950000;3096.1370000;4186784400
INDEX.CSI200;D;20090514;0;3066.0790000;3108.9020000;3051.9030000;3100.0310000;3262752900
INDEX.CSI200;D;20090515;0;3106.7390000;3119.0610000;3072.1540000;3102.5410000;2905690100
INDEX.CSI200;D;20090518;0;3086.3950000;3128.8690000;3036.3460000;3123.7810000;2809941700
INDEX.CSI200;D;20090519;0;3150.0330000;3169.8920000;3135.7100000;3166.6320000;3795227700
INDEX.CSI200;D;20090520;0;3168.7030000;3190.4850000;3150.9030000;3152.7520000;7904597500
INDEX.CSI200;D;20090521;0;3133.6440000;3153.1890000;3072.5280000;3090.8750000;3585500600
INDEX.CSI200;D;20090522;0;3073.1570000;3108.9720000;3056.1660000;3078.1650000;2948950600
INDEX.CSI200;D;20090525;0;3003.8070000;3119.8650000;2997.2190000;3110.2000000;3492502400
INDEX.CSI200;D;20090526;0;3111.2590000;3136.3860000;3076.5470000;3080.0050000;3760954400
INDEX.CSI200;D;20090527;0;3101.6100000;3109.8970000;3062.0810000;3098.2560000;2643643000
INDEX.CSI200;D;20090601;0;3160.6520000;3193.1310000;3160.6520000;3187.1210000;4939319300
INDEX.CSI200;D;20090602;0;3208.9930000;3227.9690000;3191.7730000;3206.4860000;9214688800
INDEX.CSI200;D;20090603;0;3207.0390000;3257.5060000;3203.3980000;3257.5060000;7584213800
INDEX.CSI200;D;20090604;0;3236.5350000;3257.5750000;3193.3900000;3255.1560000;4863308300
INDEX.CSI200;D;20090605;0;3273.0110000;3280.3640000;3240.0440000;3245.4380000;4478184400
INDEX.CSI200;D;20090608;0;3240.5250000;3263.7070000;3197.9230000;3223.0130000;3555107300
INDEX.CSI200;D;20090609;0;3218.2840000;3226.9250000;3142.9310000;3220.9260000;3209775200
INDEX.CSI200;D;20090610;0;3240.6240000;3259.3850000;3229.6870000;3246.9290000;3425019900
INDEX.CSI200;D;20090611;0;3249.6880000;3269.5350000;3214.8910000;3227.9720000;2106289000
INDEX.CSI200;D;20090612;0;3222.6430000;3239.7230000;3133.0410000;3156.7200000;3416468100
INDEX.CSI200;D;20090615;0;3148.3720000;3184.3710000;3129.4250000;3184.3710000;2512770900
INDEX.CSI200;D;20090616;0;3152.4760000;3201.0220000;3145.0720000;3194.4840000;2633956400
INDEX.CSI200;D;20090617;0;3191.6960000;3263.5910000;3180.5120000;3255.5940000;3148799500
INDEX.CSI200;D;20090618;0;3260.8580000;3294.4640000;3260.6370000;3287.6760000;3624446800
INDEX.CSI200;D;20090619;0;3290.5300000;3303.5280000;3267.6620000;3293.7600000;3834777000
INDEX.CSI200;D;20090622;0;3319.1900000;3321.8180000;3266.3950000;3278.8000000;3856505900
INDEX.CSI200;D;20090623;0;3229.7490000;3297.7330000;3220.6920000;3268.1760000;3777572100
INDEX.CSI200;D;20090624;0;3269.2650000;3340.3510000;3265.6460000;3340.2590000;3935059100
INDEX.CSI200;D;20090625;0;3352.5180000;3354.1220000;3315.7150000;3329.4160000;3506986100
INDEX.CSI200;D;20090626;0;3340.9800000;3351.4380000;3321.9120000;3343.4290000;2932669300
INDEX.CSI200;D;20090629;0;3346.2670000;3384.6550000;3336.9710000;3379.4910000;3504768800
INDEX.CSI200;D;20090630;0;3391.5630000;3393.7670000;3358.6710000;3369.5040000;3510542400
INDEX.CSI200;D;20090701;0;3355.4080000;3432.9190000;3354.2380000;3432.9190000;3962792900
INDEX.CSI200;D;20090702;0;3449.5160000;3475.5110000;3439.5670000;3475.4480000;4497612100
INDEX.CSI200;D;20090703;0;3442.8690000;3527.7040000;3436.7370000;3527.1930000;4587124800
INDEX.CSI200;D;20090706;0;3536.3970000;3565.9970000;3521.0610000;3554.4790000;5283153200
INDEX.CSI200;D;20090707;0;3542.0500000;3581.3150000;3510.4670000;3537.4020000;4994203300
INDEX.CSI200;D;20090708;0;3508.1840000;3607.0350000;3505.3200000;3596.6150000;4002075000
INDEX.CSI200;D;20090709;0;3598.5340000;3657.2500000;3593.3150000;3657.2500000;4464880100
INDEX.CSI200;D;20090710;0;3661.6620000;3707.1850000;3652.4270000;3682.1600000;4969296200
INDEX.CSI200;D;20090713;0;3666.4490000;3712.1500000;3656.0480000;3675.7560000;4351968500
INDEX.CSI200;D;20090714;0;3689.6660000;3750.9470000;3689.6660000;3750.9470000;4236101100
