<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
INDEX.CSI200;D;20090715;0;3767.0640000;3817.5310000;3764.7260000;3812.4790000;5878939200
INDEX.CSI200;D;20090716;0;3833.1300000;3844.0980000;3781.7520000;3792.8680000;5759662700
INDEX.CSI200;D;20090717;0;3787.2070000;3835.3150000;3779.4040000;3828.4840000;4633229800
INDEX.CSI200;D;20090720;0;3847.3170000;3923.3720000;3841.6550000;3923.2780000;5496326200
INDEX.CSI200;D;20090721;0;3936.6150000;3937.3760000;3845.7500000;3854.6940000;5605649700
INDEX.CSI200;D;20090722;0;3840.9970000;3938.7520000;3839.4370000;3926.6160000;6927693600
INDEX.CSI200;D;20090723;0;3933.9510000;3969.1930000;3925.5760000;3967.9740000;6540661200
INDEX.CSI200;D;20090724;0;3987.8650000;3997.1490000;3877.0900000;3961.9690000;4926524000
INDEX.CSI200;D;20090727;0;3970.7480000;4046.8640000;3948.3450000;4043.3830000;5399961000
INDEX.CSI200;D;20090728;0;4044.7020000;4072.5070000;4006.4220000;4070.9120000;6007903500
INDEX.CSI200;D;20090729;0;4051.3770000;4053.5840000;3720.3390000;3815.3730000;6506821500
INDEX.CSI200;D;20090730;0;3840.3150000;3885.3900000;3710.6950000;3853.3070000;4860959300
INDEX.CSI200;D;20090731;0;3896.1520000;3987.6850000;3866.1080000;3986.0490000;5346063100
INDEX.CSI200;D;20090803;0;4002.9950000;4076.3530000;3976.9740000;4072.0280000;7301817100
INDEX.CSI200;D;20090804;0;4087.3340000;4115.9040000;4016.1470000;4109.6850000;6815756000
INDEX.CSI200;D;20090805;0;4105.1410000;4123.0460000;4008.5950000;4083.4480000;6068940800
INDEX.CSI200;D;20090806;0;4036.6320000;4091.1220000;3939.6520000;4008.7170000;6003224900
INDEX.CSI200;D;20090807;0;3994.7360000;4026.7100000;3852.9440000;3869.9830000;4418986200
INDEX.CSI200;D;20090810;0;3922.7550000;3941.8600000;3808.0150000;3883.3000000;3539631700
INDEX.CSI200;D;20090811;0;3896.5150000;3900.9950000;3833.1430000;3887.9630000;2727497000
INDEX.CSI200;D;20090812;0;3866.7210000;3872.0420000;3706.1920000;3715.4210000;4439892600
INDEX.CSI200;D;20090813;0;3731.6540000;3772.9440000;3663.8120000;3762.4890000;3465174400
INDEX.CSI200;D;20090814;0;3763.6560000;3790.2030000;3649.3380000;3649.5960000;3634655600
INDEX.CSI200;D;20090817;0;3570.9640000;3606.4400000;3391.4520000;3396.3090000;3999934600
INDEX.CSI200;D;20090818;0;3355.9340000;3462.9450000;3332.3120000;3446.9590000;3013825200
INDEX.CSI200;D;20090819;0;3447.5530000;3455.6290000;3222.7910000;3254.3910000;3234596400
INDEX.CSI200;D;20090820;0;3265.1240000;3393.9140000;3254.5470000;3388.8170000;3204586300
INDEX.CSI200;D;20090821;0;3369.0080000;3468.5670000;3352.6280000;3466.6760000;3892660300
INDEX.CSI200;D;20090824;0;3484.6370000;3557.1800000;3452.9130000;3540.5620000;3783522900
INDEX.CSI200;D;20090825;0;3505.9500000;3506.4050000;3343.5070000;3447.9330000;4588600800
INDEX.CSI200;D;20090826;0;3413.2690000;3567.5510000;3395.5630000;3537.7630000;3684179800
INDEX.CSI200;D;20090827;0;3506.0190000;3591.0640000;3482.1250000;3532.5110000;3410600800
INDEX.CSI200;D;20090828;0;3527.3780000;3545.5510000;3407.8970000;3421.0070000;3291332700
INDEX.CSI200;D;20090831;0;3358.3840000;3358.3840000;3157.0190000;3162.5210000;3354361700
INDEX.CSI200;D;20090901;0;3115.8610000;3201.7550000;3067.4560000;3119.2310000;2740972600
INDEX.CSI200;D;20090902;0;3093.9950000;3166.9530000;3085.7030000;3151.4830000;2252954600
INDEX.CSI200;D;20090903;0;3165.9380000;3355.4650000;3162.4610000;3346.9180000;3620514000
INDEX.CSI200;D;20090904;0;3350.0830000;3425.6430000;3336.3090000;3405.4990000;3847292500
INDEX.CSI200;D;20090907;0;3429.4980000;3495.7660000;3411.6980000;3449.7080000;3792583200
INDEX.CSI200;D;20090908;0;3415.4260000;3533.5330000;3381.1090000;3533.5330000;3732321400
INDEX.CSI200;D;20090909;0;3555.5890000;3581.1290000;3510.7130000;3572.1230000;4018951800
INDEX.CSI200;D;20090910;0;3543.8760000;3584.6780000;3510.5000000;3531.0940000;3142638900
INDEX.CSI200;D;20090911;0;3512.0900000;3619.3100000;3512.0900000;3589.0120000;3351722800
INDEX.CSI200;D;20090914;0;3607.1390000;3681.2440000;3605.0160000;3672.9260000;4339512600
INDEX.CSI200;D;20090915;0;3677.8150000;3720.3890000;3642.6480000;3691.8380000;4172534700
INDEX.CSI200;D;20090916;0;3681.1560000;3713.5560000;3602.5560000;3675.0950000;4083937300
INDEX.CSI200;D;20090917;0;3689.4010000;3765.5680000;3689.4010000;3751.1080000;4309779100
INDEX.CSI200;D;20090918;0;3753.4440000;3761.7970000;3577.5420000;3614.3080000;4524845300
INDEX.CSI200;D;20090921;0;3565.3960000;3647.4370000;3491.9140000;3645.2080000;3182610900
INDEX.CSI200;D;20090922;0;3629.4090000;3673.9730000;3550.4590000;3550.4590000;3210099800
INDEX.CSI200;D;20090923;0;3543.7570000;3579.7610000;3407.6340000;3432.5510000;2883757900
INDEX.CSI200;D;20090924;0;3403.1260000;3477.2560000;3311.5810000;3424.2730000;2607990500
INDEX.CSI200;D;20090925;0;3391.2500000;3427.4970000;3361.0630000;3381.5870000;1688938300
INDEX.CSI200;D;20090928;0;3400.3020000;3420.2570000;3261.3960000;3278.3350000;1790332400
INDEX.CSI200;D;20090929;0;3284.4500000;3297.1880000;3182.7310000;3245.8930000;1878058500
INDEX.CSI200;D;20090930;0;3280.0540000;3332.6070000;3279.3750000;3291.6670000;1626320900
INDEX.CSI200;D;20091009;0;3383.9650000;3483.2750000;3370.4370000;3483.2750000;2282132700
INDEX.CSI200;D;20091012;0;3505.0040000;3523.1620000;3460.9490000;3488.3400000;2340266900
INDEX.CSI200;D;20091013;0;3478.6340000;3535.3600000;3474.0500000;3535.3460000;2267356500
INDEX.CSI200;D;20091014;0;3550.0490000;3624.9760000;3544.0620000;3573.3290000;3530042200
INDEX.CSI200;D;20091015;0;3602.7750000;3626.4170000;3567.2190000;3581.7610000;2482119100
INDEX.CSI200;D;20091016;0;3596.1520000;3610.1520000;3530.4590000;3590.1130000;2486441100
INDEX.CSI200;D;20091019;0;3585.5760000;3699.0880000;3582.9140000;3697.0050000;3260865900
INDEX.CSI200;D;20091020;0;3714.9540000;3737.7490000;3696.5110000;3737.7490000;1721951000
INDEX.CSI200;D;20091021;0;3723.3890000;3778.7820000;3708.3150000;3725.9910000;3706736000
INDEX.CSI200;D;20091022;0;3722.9940000;3751.3700000;3704.7440000;3718.6070000;2741135200
INDEX.CSI200;D;20091023;0;3731.4900000;3815.3380000;3731.4900000;3792.2300000;4282516800
INDEX.CSI200;D;20091026;0;3798.7500000;3806.6630000;3754.4460000;3797.2650000;3336879300
INDEX.CSI200;D;20091027;0;3749.8350000;3771.6240000;3678.2830000;3678.5750000;3339254000
INDEX.CSI200;D;20091028;0;3664.2650000;3722.4530000;3632.9490000;3722.2230000;2875987400
INDEX.CSI200;D;20091029;0;3644.8770000;3683.4200000;3620.1360000;3628.7160000;2895462400
INDEX.CSI200;D;20091030;0;3692.6540000;3723.8250000;3660.9210000;3669.1290000;2946275400
INDEX.CSI200;D;20091102;0;3581.0660000;3786.0260000;3572.2540000;3786.0260000;3717729400
INDEX.CSI200;D;20091103;0;3803.8420000;3856.6890000;3802.7730000;3848.9590000;4211475000
INDEX.CSI200;D;20091104;0;3862.1910000;3895.6070000;3835.1740000;3873.9010000;4115244400
INDEX.CSI200;D;20091105;0;3883.1120000;3910.7890000;3851.8780000;3902.1290000;4018334900
INDEX.CSI200;D;20091106;0;3928.2510000;3959.0930000;3917.2920000;3929.5280000;4293754500
INDEX.CSI200;D;20091109;0;3933.8040000;3956.4950000;3909.4610000;3956.4950000;3605245200
INDEX.CSI200;D;20091110;0;3984.9670000;3990.2920000;3960.7850000;3963.9910000;3730710700
INDEX.CSI200;D;20091111;0;3958.0910000;3984.0240000;3929.1890000;3968.3300000;3273430300
INDEX.CSI200;D;20091112;0;3981.2070000;4009.7450000;3959.1460000;3973.5580000;3557989300
INDEX.CSI200;D;20091113;0;3951.1200000;4000.2900000;3908.2160000;4000.0400000;4053588700
INDEX.CSI200;D;20091116;0;4030.8270000;4123.4250000;4030.8270000;4122.3660000;5426093800
INDEX.CSI200;D;20091117;0;4148.1140000;4149.2870000;4104.4180000;4125.8800000;4195645500
INDEX.CSI200;D;20091118;0;4132.0690000;4154.0280000;4106.1700000;4134.8350000;4188305100
INDEX.CSI200;D;20091119;0;4146.1490000;4168.9680000;4112.6990000;4168.9680000;4405514100
INDEX.CSI200;D;20091120;0;4152.7210000;4202.1920000;4123.4170000;4171.7630000;4425143900
INDEX.CSI200;D;20091123;0;4171.7630000;4237.2310000;4171.7630000;4236.8430000;4621512000
INDEX.CSI200;D;20091124;0;4236.8430000;4268.5270000;4050.9440000;4062.7920000;6702859300
INDEX.CSI200;D;20091125;0;4062.7920000;4181.1270000;4023.7250000;4180.3220000;4860122000
INDEX.CSI200;D;20091126;0;4180.3220000;4215.2990000;4010.5830000;4030.0550000;5341584500
INDEX.CSI200;D;20091127;0;4030.0550000;4030.0550000;3877.2350000;3899.8470000;3982823200
INDEX.CSI200;D;20091130;0;3899.8470000;4062.3640000;3899.8470000;4062.0230000;3660392700
INDEX.CSI200;D;20091201;0;4062.0230000;4148.5680000;4043.5390000;4140.9930000;4328568400
INDEX.CSI200;D;20091202;0;4168.2200000;4212.5820000;4150.4920000;4206.7560000;4395818800
INDEX.CSI200;D;20091203;0;4206.7560000;4225.7440000;4166.4460000;4218.7980000;4159365600
INDEX.CSI200;D;20091204;0;4218.7980000;4250.8080000;4071.3240000;4175.0790000;4796560200
INDEX.CSI200;D;20091207;0;4174.9260000;4219.5830000;4165.1980000;4219.5830000;3389485000
INDEX.CSI200;D;20091208;0;4219.3010000;4220.4730000;4147.3470000;4192.7740000;3480178500
INDEX.CSI200;D;20091209;0;4122.9760000;4164.2570000;4099.8300000;4116.2220000;1437882400
INDEX.CSI200;D;20091210;0;4115.7900000;4168.7680000;4104.0550000;4144.6930000;2803047000
INDEX.CSI200;D;20091211;0;4144.6930000;4187.0920000;4134.2370000;4147.7400000;2451185400
INDEX.CSI200;D;20091214;0;4147.7400000;4160.6890000;4056.6910000;4156.2710000;3241274800
INDEX.CSI200;D;20091215;0;4156.1830000;4172.8680000;4128.8770000;4134.0750000;2942206700
INDEX.CSI200;D;20091216;0;4134.0750000;4158.9860000;4096.6510000;4111.7580000;2423571100
INDEX.CSI200;D;20091217;0;4111.7580000;4134.3380000;3989.2240000;3992.8790000;2601265600
INDEX.CSI200;D;20091218;0;3992.8790000;3992.8790000;3843.3410000;3850.1950000;2523352900
INDEX.CSI200;D;20091221;0;3850.1950000;3877.6190000;3826.1840000;3877.2620000;1804856800
INDEX.CSI200;D;20091222;0;3877.2620000;3886.4530000;3750.7560000;3760.2340000;2054707900
INDEX.CSI200;D;20091223;0;3760.2340000;3816.7380000;3756.0480000;3816.1310000;1872940000
INDEX.CSI200;D;20091224;0;3816.1310000;3958.6970000;3816.1310000;3951.1600000;2544733700
INDEX.CSI200;D;20091225;0;3951.1600000;3974.6300000;3922.6760000;3957.8500000;2075964600
INDEX.CSI200;D;20091228;0;3957.8500000;4022.7060000;3957.8500000;4021.6820000;2341598200
INDEX.CSI200;D;20091229;0;4021.6820000;4033.1230000;3978.0190000;4032.8400000;2383269600
INDEX.CSI200;D;20091230;0;4032.8400000;4043.2120000;3999.9290000;4043.1090000;2886017400
INDEX.CSI200;D;20091231;0;4042.5530000;4065.8820000;4019.8340000;4065.8820000;2549470200
INDEX.CSI200;D;20100104;0;4074.4980000;4074.7030000;4052.5640000;4052.5640000;546787800
INDEX.CSI200;D;20100105;0;4060.0120000;4089.0660000;4023.8030000;4085.5820000;3650398200
INDEX.CSI200;D;20100106;0;4085.5820000;4137.5660000;4071.7260000;4083.4300000;3402368100
INDEX.CSI200;D;20100107;0;4083.4300000;4105.1600000;3984.1650000;4003.8590000;3371200300
INDEX.CSI200;D;20100108;0;4003.8590000;4022.0060000;3952.6550000;4020.8250000;2898604300
INDEX.CSI200;D;20100111;0;4020.8250000;4107.4160000;4015.3900000;4036.8650000;3574526200
INDEX.CSI200;D;20110822;0;3724.9810000;3724.9810000;3639.0500000;3651.1840000;1758475700
INDEX.CSI200;D;20110823;0;3673.5050000;3707.3450000;3652.3000000;3707.3450000;2212390600
INDEX.CSI200;D;20110824;0;3731.7840000;3747.6830000;3695.3680000;3702.0160000;2602284400
INDEX.CSI200;D;20110825;0;3715.4530000;3802.7970000;3698.6890000;3802.5860000;4250846800
INDEX.CSI200;D;20110826;0;3786.0430000;3815.2950000;3775.2120000;3803.2070000;3033807600
INDEX.CSI200;D;20110829;0;3773.6210000;3781.0170000;3751.9530000;3759.9220000;3072875700
INDEX.CSI200;D;20110830;0;3791.6170000;3817.3180000;3730.2010000;3730.9960000;1940141800
INDEX.CSI200;D;20110831;0;3734.7150000;3745.2820000;3689.7910000;3721.3610000;2191968000
INDEX.CSI200;D;20110901;0;3732.6210000;3744.0340000;3681.3150000;3690.4780000;1926849700
INDEX.CSI200;D;20110902;0;3687.1080000;3693.6440000;3632.1170000;3649.1000000;1836657200
INDEX.CSI200;D;20110905;0;3609.1780000;3613.5370000;3557.1150000;3557.3280000;1972693500
INDEX.CSI200;D;20110906;0;3536.1580000;3556.6230000;3509.9980000;3525.6770000;1689281700
INDEX.CSI200;D;20110907;0;3557.3200000;3604.0080000;3537.5640000;3603.7130000;1794967800
INDEX.CSI200;D;20110908;0;3616.4790000;3616.4790000;3571.8330000;3572.3870000;1814704900
INDEX.CSI200;D;20110909;0;3613.9920000;3619.8090000;3545.1360000;3555.5490000;1584603500
INDEX.CSI200;D;20110913;0;3504.5700000;3513.6410000;3477.0960000;3504.4070000;1141475500
INDEX.CSI200;D;20110914;0;3520.8090000;3533.5850000;3450.8220000;3533.5850000;1295247200
INDEX.CSI200;D;20110915;0;3536.7120000;3566.2490000;3529.4120000;3535.0450000;1329132800
INDEX.CSI200;D;20110916;0;3560.1140000;3571.2480000;3532.0040000;3535.4270000;1198213500
INDEX.CSI200;D;20110919;0;3512.9460000;3512.9460000;3457.7140000;3458.2460000;1996081200
INDEX.CSI200;D;20110920;0;3450.8350000;3489.5670000;3440.1350000;3475.5750000;1635740500
INDEX.CSI200;D;20110921;0;3478.3640000;3593.7180000;3457.2480000;3587.3360000;3466099100
INDEX.CSI200;D;20110922;0;3548.9650000;3567.3490000;3474.7220000;3475.8430000;3113950400
INDEX.CSI200;D;20110923;0;3414.3940000;3473.6380000;3408.5540000;3454.3580000;2581772200
INDEX.CSI200;D;20110926;0;3427.1420000;3472.1650000;3389.1560000;3400.4730000;2272360000
INDEX.CSI200;D;20110927;0;3440.2490000;3441.1980000;3394.0190000;3423.4820000;2152520600
INDEX.CSI200;D;20110928;0;3450.3410000;3455.0340000;3370.9590000;3381.0630000;2265532800
INDEX.CSI200;D;20110929;0;3356.9510000;3371.0520000;3321.0870000;3324.5100000;2520649500
INDEX.CSI200;D;20110930;0;3341.0840000;3347.4380000;3296.3360000;3310.3070000;1645069500
INDEX.CSI200;D;20111010;0;3327.7200000;3331.6560000;3279.0810000;3286.2420000;1635209100
INDEX.CSI200;D;20111011;0;3373.1120000;3379.0060000;3232.4460000;3265.2800000;1742271500
INDEX.CSI200;D;20111012;0;3239.7040000;3380.9240000;3224.5770000;3378.2520000;3086060000
INDEX.CSI200;D;20111013;0;3366.8400000;3426.2940000;3360.6290000;3409.6720000;3983110500
INDEX.CSI200;D;20111014;0;3397.2330000;3412.1850000;3362.3160000;3389.0330000;2628678500
INDEX.CSI200;D;20111017;0;3399.3510000;3425.9950000;3378.5300000;3395.5240000;2057534100
INDEX.CSI200;D;20111018;0;3367.1990000;3373.0100000;3287.8010000;3289.6320000;2009044000
INDEX.CSI200;D;20111019;0;3310.1920000;3316.3020000;3267.8350000;3271.2900000;1376756700
INDEX.CSI200;D;20111020;0;3244.3150000;3250.2490000;3149.0360000;3177.3690000;1764196200
INDEX.CSI200;D;20111021;0;3178.9410000;3186.7330000;3131.6260000;3135.5900000;1256886000
INDEX.CSI200;D;20111024;0;3148.5650000;3211.0350000;3104.8080000;3204.0600000;1783399600
INDEX.CSI200;D;20111025;0;3197.6480000;3300.2010000;3185.0600000;3289.3770000;2617773400
INDEX.CSI200;D;20111026;0;3269.1530000;3362.2150000;3269.1530000;3326.3130000;3255427000
INDEX.CSI200;D;20111027;0;3338.0170000;3353.4870000;3312.6700000;3322.3180000;2169459700
INDEX.CSI200;D;20111028;0;3376.4870000;3404.7490000;3358.1350000;3393.6600000;3057599000
INDEX.CSI200;D;20111031;0;3384.7390000;3408.6420000;3372.5770000;3395.2900000;2487973100
INDEX.CSI200;D;20111101;0;3360.5680000;3429.7610000;3360.5680000;3398.9180000;2752075100
INDEX.CSI200;D;20111102;0;3343.5680000;3458.9250000;3336.4220000;3458.9250000;3225992500
INDEX.CSI200;D;20111103;0;3477.8110000;3527.1990000;3473.2700000;3473.9690000;4647918700
INDEX.CSI200;D;20111104;0;3510.5220000;3524.1400000;3477.8450000;3502.3630000;3381061700
INDEX.CSI200;D;20111107;0;3484.0480000;3521.0530000;3470.5010000;3474.9710000;3112547600
INDEX.CSI200;D;20111108;0;3487.5680000;3497.4980000;3447.9120000;3455.8120000;3156330100
INDEX.CSI200;D;20111109;0;3473.4710000;3495.3960000;3428.1510000;3495.3960000;3321831500
INDEX.CSI200;D;20111110;0;3451.5450000;3474.0780000;3434.9260000;3435.2470000;3777659800
INDEX.CSI200;D;20111111;0;3445.4890000;3460.6430000;3423.5600000;3437.9330000;2420049800
INDEX.CSI200;D;20111114;0;3470.6690000;3510.9450000;3463.5200000;3510.9450000;3299006700
INDEX.CSI200;D;20111115;0;3506.0480000;3523.1370000;3498.8290000;3517.1150000;2185529600
INDEX.CSI200;D;20111116;0;3521.8970000;3522.8660000;3411.7810000;3424.0800000;2905548200
INDEX.CSI200;D;20111117;0;3429.9200000;3453.6370000;3411.0920000;3413.6180000;1828709800
INDEX.CSI200;D;20111118;0;3385.8060000;3390.1930000;3319.5580000;3326.7580000;2275970000
INDEX.CSI200;D;20111121;0;3332.6380000;3340.2920000;3303.9300000;3334.1590000;1946120500
INDEX.CSI200;D;20111122;0;3305.4380000;3331.9110000;3288.8950000;3331.9110000;1931164300
INDEX.CSI200;D;20111123;0;3340.1040000;3344.7130000;3295.6770000;3305.9960000;1863448900
INDEX.CSI200;D;20111124;0;3275.8530000;3330.5660000;3266.5250000;3311.4030000;2220418900
INDEX.CSI200;D;20111125;0;3309.4740000;3331.3410000;3278.4810000;3286.6530000;1773407500
INDEX.CSI200;D;20111128;0;3300.2260000;3311.2240000;3273.8130000;3296.1040000;1363441200
INDEX.CSI200;D;20111129;0;3328.5280000;3345.0050000;3304.3780000;3344.7250000;2131356200
INDEX.CSI200;D;20111130;0;3332.1260000;3335.3490000;3187.8580000;3215.0220000;3073575900
INDEX.CSI200;D;20111201;0;3304.8160000;3339.9880000;3273.9710000;3279.9620000;2695685600
INDEX.CSI200;D;20111202;0;3256.1140000;3263.6700000;3214.8010000;3226.4220000;1493796900
INDEX.CSI200;D;20111205;0;3226.6410000;3226.6410000;3146.4480000;3150.3490000;1346947400
INDEX.CSI200;D;20111206;0;3138.3100000;3157.8610000;3119.1010000;3148.7970000;1214237100
INDEX.CSI200;D;20111207;0;3146.9690000;3168.4220000;3134.1330000;3155.3980000;1043933900
INDEX.CSI200;D;20111208;0;3144.4810000;3179.3740000;3099.7610000;3146.5300000;1328012600
INDEX.CSI200;D;20111209;0;3115.7030000;3145.0350000;3099.5370000;3108.9570000;1344228900
INDEX.CSI200;D;20111212;0;3095.7660000;3105.0040000;3062.8970000;3065.9650000;1321115700
INDEX.CSI200;D;20111213;0;3047.9720000;3053.7890000;2974.8380000;2979.2100000;1898481800
INDEX.CSI200;D;20111214;0;2967.2910000;2990.8440000;2924.2710000;2931.1520000;1397074200
INDEX.CSI200;D;20111215;0;2902.5400000;2908.7260000;2845.8400000;2850.1020000;2172666100
INDEX.CSI200;D;20111216;0;2851.7750000;2917.0550000;2834.2310000;2917.0550000;1995422500
INDEX.CSI200;D;20111219;0;2882.5490000;2917.4310000;2833.1550000;2913.6980000;2026554400
INDEX.CSI200;D;20111220;0;2901.5730000;2945.2520000;2896.7070000;2898.4440000;1806150500
INDEX.CSI200;D;20111221;0;2933.3840000;2935.2240000;2834.1240000;2835.2180000;1782500300
INDEX.CSI200;D;20111222;0;2807.2070000;2851.6980000;2747.5680000;2826.5780000;2040204700
INDEX.CSI200;D;20111223;0;2816.3550000;2882.7800000;2810.3400000;2854.7260000;1853694800
INDEX.CSI200;D;20111226;0;2828.4010000;2874.8250000;2822.9900000;2827.6700000;1637156200
INDEX.CSI200;D;20111227;0;2822.5440000;2832.6870000;2767.4420000;2772.5710000;1758466100
INDEX.CSI200;D;20111228;0;2755.6070000;2776.4180000;2713.1600000;2774.7400000;2303836200
INDEX.CSI200;D;20111229;0;2754.9610000;2794.5140000;2754.9590000;2779.4770000;2187598200
INDEX.CSI200;D;20111230;0;2794.5000000;2829.7480000;2792.7580000;2828.4730000;2562965500
INDEX.CSI200;D;20120104;0;2851.6490000;2853.3240000;2751.9160000;2752.4660000;1713563700
INDEX.CSI200;D;20120105;0;2734.9340000;2743.2460000;2675.3140000;2683.2020000;1927262900
INDEX.CSI200;D;20120106;0;2677.0660000;2698.3410000;2641.2730000;2696.4000000;2367347200
INDEX.CSI200;D;20120109;0;2695.2120000;2802.3560000;2668.2780000;2802.3560000;2112892200
INDEX.CSI200;D;20120110;0;2793.3970000;2918.1860000;2790.2780000;2915.5940000;3708874100
INDEX.CSI200;D;20120111;0;2908.2140000;2929.6700000;2892.3130000;2910.5110000;4279566700
INDEX.CSI200;D;20120112;0;2893.7410000;2939.7340000;2888.5900000;2900.8190000;3110834000
INDEX.CSI200;D;20120113;0;2912.5520000;2912.5520000;2796.9020000;2824.1260000;2962962000
INDEX.CSI200;D;20120116;0;2790.6930000;2816.7420000;2735.0180000;2735.0180000;1623778700
INDEX.CSI200;D;20120117;0;2741.0450000;2897.6360000;2718.9790000;2894.4920000;3227282300
INDEX.CSI200;D;20120118;0;2906.3240000;2933.8530000;2826.9210000;2837.8440000;3522843800
INDEX.CSI200;D;20120119;0;2836.0500000;2900.5800000;2818.8640000;2888.5400000;2547948600
INDEX.CSI200;D;20120120;0;2899.4230000;2936.6530000;2876.2500000;2928.6810000;2454787500
INDEX.CSI200;D;20120130;0;2936.2180000;2936.2180000;2883.2130000;2886.7950000;1824567400
INDEX.CSI200;D;20120131;0;2892.3170000;2898.3060000;2863.4970000;2889.0170000;1414478000
INDEX.CSI200;D;20120201;0;2879.2100000;2913.7120000;2844.0010000;2851.6780000;1538066500
INDEX.CSI200;D;20120202;0;2862.8720000;2907.9610000;2853.8430000;2907.9610000;1708971800
INDEX.CSI200;D;20120203;0;2897.6940000;2947.4690000;2891.6730000;2940.7630000;2170589000
INDEX.CSI200;D;20120206;0;2949.5650000;2964.3950000;2929.9210000;2950.8190000;2105711800
INDEX.CSI200;D;20120207;0;2926.5010000;2927.4590000;2871.5180000;2897.4480000;1864252300
INDEX.CSI200;D;20120208;0;2893.2480000;2991.0240000;2883.6340000;2987.2510000;2623171000
INDEX.CSI200;D;20120209;0;2979.6590000;3022.0520000;2969.0210000;2999.0480000;3060436400
INDEX.CSI200;D;20120210;0;2992.1000000;3035.1950000;2991.2460000;3010.8790000;2875988900
INDEX.CSI200;D;20120213;0;2973.2720000;3050.6360000;2968.9730000;3029.7920000;4326218200
INDEX.CSI200;D;20120214;0;3024.5040000;3035.3140000;3004.7950000;3025.3170000;3254630000
INDEX.CSI200;D;20120215;0;3018.0530000;3077.3830000;3009.3980000;3065.5160000;4617343400
INDEX.CSI200;D;20120216;0;3052.2960000;3080.7180000;3024.3020000;3049.3470000;3434840000
INDEX.CSI200;D;20120217;0;3069.6340000;3074.6730000;3022.0650000;3042.5850000;1996751600
INDEX.CSI200;D;20120220;0;3087.4760000;3090.5580000;3046.0370000;3046.2120000;4891194800
INDEX.CSI200;D;20120221;0;3049.1720000;3082.4630000;3017.9860000;3082.4630000;4070002400
INDEX.CSI200;D;20120222;0;3084.9520000;3143.8370000;3084.1350000;3143.8370000;6322114000
INDEX.CSI200;D;20120223;0;3141.3060000;3166.2350000;3130.7460000;3156.3290000;5831975700
INDEX.CSI200;D;20120224;0;3156.6240000;3210.6140000;3150.5920000;3208.8270000;6543756500
INDEX.CSI200;D;20120227;0;3224.8120000;3277.1830000;3224.8120000;3225.2200000;5438558000
INDEX.CSI200;D;20120228;0;3216.0940000;3238.0590000;3190.2410000;3221.6790000;4623434200
INDEX.CSI200;D;20120229;0;3206.0860000;3225.9330000;3176.5100000;3179.2280000;4628786600
INDEX.CSI200;D;20120301;0;3163.0080000;3202.1200000;3163.0080000;3183.3370000;3378410200
INDEX.CSI200;D;20120302;0;3193.7140000;3252.2390000;3193.7140000;3252.2390000;5204936800
INDEX.CSI200;D;20120305;0;3266.3630000;3275.4760000;3237.0090000;3239.9980000;5292020500
INDEX.CSI200;D;20120306;0;3228.0300000;3230.6550000;3178.7660000;3193.4240000;4254757200
INDEX.CSI200;D;20120307;0;3157.2650000;3209.2340000;3157.2650000;3171.9300000;4019865300
INDEX.CSI200;D;20120308;0;3189.0070000;3231.4690000;3184.7490000;3219.8930000;4254001500
INDEX.CSI200;D;20120309;0;3232.7000000;3265.2230000;3214.9500000;3265.2230000;4154904000
INDEX.CSI200;D;20120312;0;3268.5490000;3286.3330000;3246.2980000;3273.9340000;3614247900
INDEX.CSI200;D;20120313;0;3272.4530000;3304.8050000;3260.3750000;3304.8050000;3322540100
INDEX.CSI200;D;20120314;0;3320.7290000;3334.1930000;3165.1650000;3182.5610000;5199954900
INDEX.CSI200;D;20120315;0;3182.1620000;3199.3640000;3126.4720000;3150.4970000;3836527700
INDEX.CSI200;D;20120316;0;3162.8900000;3211.0070000;3138.3780000;3211.0070000;4434721600
INDEX.CSI200;D;20120319;0;3200.3050000;3237.0840000;3187.5910000;3237.0840000;2793590200
INDEX.CSI200;D;20120320;0;3223.7460000;3223.7460000;3164.5670000;3164.5670000;3232240200
INDEX.CSI200;D;20120321;0;3186.2670000;3206.8020000;3138.9000000;3176.1000000;4167958200
INDEX.CSI200;D;20120322;0;3167.4150000;3182.4800000;3145.8590000;3160.8130000;3046608600
INDEX.CSI200;D;20120323;0;3140.3580000;3145.7620000;3092.6700000;3102.8600000;2831803300
INDEX.CSI200;D;20120326;0;3101.4230000;3113.2930000;3076.0320000;3097.8480000;1869681200
INDEX.CSI200;D;20120327;0;3115.8960000;3124.5790000;3087.5810000;3091.4230000;2221852100
INDEX.CSI200;D;20120328;0;3073.5190000;3077.4510000;2973.1230000;2978.4890000;3004789400
INDEX.CSI200;D;20120329;0;2957.9100000;2974.9330000;2903.2330000;2928.5180000;2631933200
INDEX.CSI200;D;20120330;0;2933.6480000;2949.9560000;2906.9200000;2927.9130000;2281006600
INDEX.CSI200;D;20120405;0;2921.0470000;3016.8310000;2916.6680000;3013.5590000;3159804700
INDEX.CSI200;D;20120406;0;3007.6260000;3038.5040000;2999.9930000;3022.2290000;2864176500
INDEX.CSI200;D;20120409;0;3008.8240000;3022.5140000;2984.0560000;2984.3030000;2784483300
INDEX.CSI200;D;20120410;0;2974.6260000;3023.1860000;2930.2090000;3023.1860000;2562910200
