2141.0,5290.8
1688.0,5501.5
2366.0,5872.4
2809.0,6132.7
7834.0,5986.6
2054.0,6260.0
12259.0,6516.2
5078.0,6732.4
10366.0,6730.7
3811.0,6565.4
742.0,6374.9
9042.0,5916.3
6858.0,5311.3
1144.0,4638.92
913.0,4500.44
12474.0,5208.57
5833.0,5538.07
2737.0,5825.01
179.0,5424.87
2161.0,5875.35
10767.0,6091.33
9671.0,6082.88
9364.0,6054.55
5026.0,5713.82
4059.0,5945.25
9620.0,5965.58
1046.0,5845.92
1780.0,5917.05
8128.0,5961.59
717.0,6483.58
853.0,6723.06
10619.0,6840.27
7499.0,6681.98
6415.0,6777.7
2462.0,6836.73
9187.0,6865.86
9022.0,6878.49
4971.0,6877.97
3291.0,6837.92
3018.0,6949.73
1842.0,7103.98
380.0,6844.8
8789.0,6444.08
269.0,4124.37
4093.0,4373.77
15481.0,4650.24
28684.0,4890.49
44010.0,5255.26
7883.0,5286.4
13575.0,5433.79
34283.0,5677.3
10854.0,6068.83
19248.0,6168.15
39223.0,5862.83
34385.0,5749.79
35961.0,5078.39
89.0,5142.1
16392.0,4535.11
4849.0,3396.22
2399.0,3314.18
13693.0,3521.14
3082.0,3892.36
10240.0,4045.14
5487.0,4066.53
12702.0,3777.37
2402.0,3916.78
16163.0,4072.62
35488.0,4157.14
54727.0,4023.29
27823.0,3368.62
26998.0,3427.92
12292.0,3594.83
12705.0,3456.71
19301.0,3581.58
10471.0,3785.82
36813.0,3966.06
1331.0,4076.55
8142.0,4299.89
20202.0,4332.07
8199.0,4419.13
46.932171633357,29197.19
135.084390246932,26554.83
78.1530697515836,30011.96
433.755531743485,33629.47
98.6309401397635,39239.75
660.690208633855,41660.9
398.065775413572,37851.02
1062.84321982687,42069.83
1612.14400844853,46452.26
122.754041813952,53422.67
929.393850741583,58096.89
733.354378023027,65319.04
3875.29701038672,65790.81
220.531600636253,72766.9
3181.79885681528,73128.7
8959.71479060253,56633.65
199.720735,42312.28
292.805518000004,46818.33
1987.653852,54497.3
2224.514086,61617.07
770.584800150007,70045.08
253.205824939993,71784.78
876.684717629993,70524.35
282.605986010001,71837.67
1722.03692790999,72995.69
549.920386829996,69837.52
1459.3402329,64620.08
165.554944580004,59513.13
1216.29631401999,66203.5
169.342046459998,68394.33
3680.25620654,59445.79
2351.32544195,62105.47
60.9184128999977,63312.46
1200.70108676999,56429.27
1826.54855678,55702.9
1256.11753475,56460.38
1383.28252722,52155.28
2366.17187094,57983.32
9.84163597999861,61895.98
388.299046810009,56101.41
1157.69123585001,58051.61
213.288131929996,55112.05
114.371885539999,49338.4126
557.125747600006,49338.4126
2032.15,1399.08
1308.1,1585.04
4228.42,1487.3
7742.94,1693.47
3291.81,1754.75
1600.77,1777.84
2427.23,1807.28
5614.23,1969.91
4637.63,1931.14
4974.64,1956.14
295.08,1709.17
3771.31,1017.17
8342.4,851.35
4406.7,1206.2
185.79,1217.67
2648.86,1388.59
7772.74,1484.03
2837.87,1530.93
4943.07,1441.58
3465.58,1687.99
2369.36,1815.6
2656.58,1859.99
282.21,1740.53
3344.01,1526.57
6284.45,1631.15
2341.33,1550.05
113.39,1535.38
1632.07,1490.21
4945.98,1562.93
4444.16,1448.42
7371.52,1487.19
15207.14,1533.61
2950.33,1507.49
5075.62,1518.83
3999.51,1516.75
1835.61,1606.84
2620.89,1838.18
802.22,1721.8
4387.64,1733.17
1610.7603175508,2665.42
111.786047992613,2858.11
2532.72636439777,2768.32
1651.76267604589,2708.9
3416.44378618427,2324.29
922.65652794583,1299.22
1390.50006905669,886.04
735.456509120862,1223.52
1435.37615605017,1320.87
792.347299358786,1738.69
124.569078611191,1947.72
2557.05065407575,1924.8
2580.4664382645,1904.36
2293.89135661307,1582.43
613.85604310777,1672.15
1900.31962513302,1920.84
178.607989468306,1888.76
145.284508705794,1690.97
2095.97899486747,1548.48
401.40103329126,1203.03
488.944606485586,1254.97
850.338344343254,1280.74
2927.2782000827,1070.39
36.6236733131764,1020.08
279.697373847339,1005.61
3046.6726151437,1131.2
2616.90384965336,1008.97
1378.51765729646,944.7
1524.18383002011,917.88
1965.56857069496,951.18
21.508304954431,1145.85
2343.07843935236,1120.89
