2,3
54840.0,10940.55
97789.0,10623.07
27300.0,10705.55
93733.0,11011.9
30479.0,11317.43
8065.0,11642.65
9234.0,11947.7
29944.0,12582.59
65332.0,12808.63
37051.0,14000.41
109465.0,14164.53
19824.0,13930.01
34684.0,12849.36
27518.0,13058.2
20840.0,11782.35
59467.0,9625.28
73877.0,8426.74
78614.0,9320.19
80386.0,10092.19
79676.0,10725.43
18312.0,11205.03
93285.0,10782.95
95779.0,11444.08
10673.0,12239.89
102630.0,12810.54
385.0,12724.41
25914.0,12231.11
74709.0,12965.69
149536.0,13279.32
94364.0,13275.2
131623.0,13610.15
74934.0,14089.66
41885.0,15409.39
84828.0,15658.36
11318.0,16097.33
134053.0,16576.66
36227.0,16943.1
54493.0,17138.2
98543.0,17958.79
33114.0,18288.63
38450.0,18312.39
62115.0,18144.07
97569.0,17918.15
76786.0,17918.15
9892.64810334654,1318.27
13790.1696758881,1234.33
10334.1369220692,1220.63
9572.6746028313,1226.7
5786.74790318836,1396.7
3245.86945026661,1745.81
13504.3442590204,1805.18
18908.9055282156,2949.14
27112.9235432793,3783.06
16333.6034856954,4471.03
12455.9640105852,6092.057
14966.6341144677,5601.783
32272.4209050945,4672.17
1533.22295920768,3637.324
12434.274922052,2523.282
2526.99552817321,2320.792
20546.0300891154,2676.682
23463.4798752717,3471.442
31632.1403428931,3320.612
29005.4585345025,3332.891
1395.20866394687,3166.183
13133.9286413814,2738.744
5613.5674744581,3159.512
32793.2836693668,3049.926
29450.246134129,3027.2135
15395.7622625317,2817.2232
21049.3950808195,2528.9199
6770.83651102632,2460.4219
1227.17964771712,2452.3471
47082.3935414711,2174.1024
18729.9247127169,2359.1687
22489.224727524,2434.4773
14693.1960571147,2324.0173
25775.1870138891,2255.6045
10360.4398870424,2251.7624
41482.3563246521,2138.7822
24465.4890316646,2224.6535
34819.4045942284,2494.224
63211.3216380386,3383.182
66571.9184700861,4941.7139
48840.0079360059,5166.35
22713.7580344515,3650.2494
60558.4695294357,3651.7672
11349.0,5060.8
